"Election","HINDI","Jurisdiction","AbsenteeApplications","BallotsSent","BallotsReturned","InPersonAbsentee"
"2020 General Election","50030","TOWN OF PLOVER - PORTAGE COUNTY","553","553","533","203"
"2020 General Election","50032","TOWN OF SHARON - PORTAGE COUNTY","792","792","750","314"
"2020 General Election","50034","TOWN OF STOCKTON - PORTAGE COUNTY","1041","1037","1003","408"
"2020 General Election","50101","VILLAGE OF ALMOND - PORTAGE COUNTY","53","53","40","10"
"2020 General Election","50102","VILLAGE OF AMHERST - PORTAGE COUNTY","373","372","361","159"
"2020 General Election","50103","VILLAGE OF AMHERST JUNCTION - PORTAGE COUNTY","60","60","49","10"
"2020 General Election","50141","VILLAGE OF JUNCTION CITY - PORTAGE COUNTY","46","46","44","1"
"2020 General Election","50161","VILLAGE OF NELSONVILLE - PORTAGE COUNTY","56","56","49","5"
"2020 General Election","50171","VILLAGE OF PARK RIDGE - PORTAGE COUNTY","257","257","244","104"
"2020 General Election","50173","VILLAGE OF PLOVER - PORTAGE COUNTY","6236","6234","6079","2768"
"2020 General Election","50176","VILLAGE OF ROSHOLT - PORTAGE COUNTY","91","91","85","45"
"2020 General Election","50191","VILLAGE OF WHITING - PORTAGE COUNTY","709","709","687","321"
"2020 General Election","50281","CITY OF STEVENS POINT - PORTAGE COUNTY","8358","8351","7888","2197"
"2020 General Election","51002","TOWN OF CATAWBA - PRICE COUNTY","50","49","48","13"
"2020 General Election","51004","TOWN OF EISENSTEIN - PRICE COUNTY","126","126","112","8"
"2020 General Election","51006","TOWN OF ELK - PRICE COUNTY","360","349","300","46"
"2020 General Election","51008","TOWN OF EMERY - PRICE COUNTY","94","94","70","2"
"2020 General Election","51010","TOWN OF FIFIELD - PRICE COUNTY","235","235","208","45"
"2020 General Election","51012","TOWN OF FLAMBEAU - PRICE COUNTY","110","109","95","6"
"2020 General Election","51014","TOWN OF GEORGETOWN - PRICE COUNTY","18","18","16","2"
"2020 General Election","51016","TOWN OF HACKETT - PRICE COUNTY","42","42","38","11"
"2020 General Election","51018","TOWN OF HARMONY - PRICE COUNTY","52","52","45","0"
"2020 General Election","51020","TOWN OF HILL - PRICE COUNTY","69","69","49","0"
"2020 General Election","51022","TOWN OF KENNAN - PRICE COUNTY","50","50","48","10"
"2020 General Election","51024","TOWN OF KNOX - PRICE COUNTY","54","54","38","4"
"2020 General Election","51026","TOWN OF LAKE - PRICE COUNTY","313","313","280","45"
"2020 General Election","51028","TOWN OF OGEMA - PRICE COUNTY","132","121","52","0"
"2020 General Election","51030","TOWN OF PRENTICE - PRICE COUNTY","92","90","62","7"
"2020 General Election","51032","TOWN OF SPIRIT - PRICE COUNTY","58","57","50","7"
"2020 General Election","51034","TOWN OF WORCESTER - PRICE COUNTY","469","461","412","51"
"2020 General Election","51111","VILLAGE OF CATAWBA - PRICE COUNTY","16","15","13","0"
"2020 General Election","51141","VILLAGE OF KENNAN - PRICE COUNTY","22","22","18","0"
"2020 General Election","51171","VILLAGE OF PRENTICE - PRICE COUNTY","82","82","81","1"
"2020 General Election","51271","CITY OF PARK FALLS - PRICE COUNTY","531","522","480","177"
"2020 General Election","51272","CITY OF PHILLIPS - PRICE COUNTY","364","364","325","103"
"2020 General Election","52002","TOWN OF BURLINGTON - RACINE COUNTY","2502","2497","2326","1228"
"2020 General Election","52006","TOWN OF DOVER - RACINE COUNTY","1316","1316","1213","637"
"2020 General Election","52010","TOWN OF NORWAY - RACINE COUNTY","4021","4018","3927","2118"
"2020 General Election","52016","TOWN OF WATERFORD - RACINE COUNTY","3407","3400","3309","1556"
"2020 General Election","52104","VILLAGE OF CALEDONIA - RACINE COUNTY","11366","11356","10780","4861"
"2020 General Election","52121","VILLAGE OF ELMWOOD PARK - RACINE COUNTY","148","146","121","26"
"2020 General Election","52151","VILLAGE OF MOUNT PLEASANT - RACINE COUNTY","13425","13421","12909","5085"
"2020 General Election","52161","VILLAGE OF NORTH BAY - RACINE COUNTY","90","88","78","0"
"2020 General Election","52168","Village of Raymond - RACINE COUNTY","1537","1535","1411","747"
"2020 General Election","52176","VILLAGE OF ROCHESTER - RACINE COUNTY","1565","1562","1497","757"
"2020 General Election","52181","VILLAGE OF STURTEVANT - RACINE COUNTY","2076","2076","1979","1012"
"2020 General Election","52186","VILLAGE OF UNION GROVE - RACINE COUNTY","1650","1648","1581","848"
"2020 General Election","52191","VILLAGE OF WATERFORD - RACINE COUNTY","2540","2539","2463","1268"
"2020 General Election","52192","VILLAGE OF WIND POINT - RACINE COUNTY","1018","1018","983","377"
"2020 General Election","52194","Village of Yorkville - RACINE COUNTY","1363","1362","1318","696"
"2020 General Election","52206","CITY OF BURLINGTON - MULTIPLE COUNTIES","4123","4117","3975","1649"
"2020 General Election","52276","CITY OF RACINE - RACINE COUNTY","22277","22256","20282","9462"
"2020 General Election","53002","TOWN OF AKAN - RICHLAND COUNTY","70","68","49","0"
"2020 General Election","53004","TOWN OF BLOOM - RICHLAND COUNTY","109","92","56","1"
"2020 General Election","53006","TOWN OF BUENA VISTA - RICHLAND COUNTY","346","281","245","42"
"2020 General Election","53008","TOWN OF DAYTON - RICHLAND COUNTY","143","141","70","0"
"2020 General Election","53010","TOWN OF EAGLE - RICHLAND COUNTY","83","70","58","4"
"2020 General Election","53012","TOWN OF FOREST - RICHLAND COUNTY","85","80","70","2"
"2020 General Election","53014","TOWN OF HENRIETTA - RICHLAND COUNTY","92","79","64","10"
"2020 General Election","53016","TOWN OF ITHACA - RICHLAND COUNTY","106","99","81","9"
"2020 General Election","53018","TOWN OF MARSHALL - RICHLAND COUNTY","149","148","116","10"
"2020 General Election","53020","TOWN OF ORION - RICHLAND COUNTY","99","92","74","2"
"2020 General Election","53022","TOWN OF RICHLAND - RICHLAND COUNTY","370","359","320","97"
"2020 General Election","53024","TOWN OF RICHWOOD - RICHLAND COUNTY","118","114","84","3"
"2020 General Election","53026","TOWN OF ROCKBRIDGE - RICHLAND COUNTY","170","146","31","7"
"2020 General Election","53028","TOWN OF SYLVAN - RICHLAND COUNTY","47","44","38","9"
"2020 General Election","53030","TOWN OF WESTFORD - RICHLAND COUNTY","76","72","72","1"
"2020 General Election","53032","TOWN OF WILLOW - RICHLAND COUNTY","115","112","69","4"
"2020 General Election","53106","VILLAGE OF BOAZ - RICHLAND COUNTY","15","15","14","5"
"2020 General Election","53111","VILLAGE OF CAZENOVIA - MULTIPLE COUNTIES","31","26","24","5"
"2020 General Election","53146","VILLAGE OF LONE ROCK - RICHLAND COUNTY","152","143","116","22"
"2020 General Election","53186","VILLAGE OF VIOLA - MULTIPLE COUNTIES","122","117","97","16"
"2020 General Election","53196","VILLAGE OF YUBA - RICHLAND COUNTY","4","4","0","0"
"2020 General Election","53276","CITY OF RICHLAND CENTER - RICHLAND COUNTY","1350","1349","1270","427"
"2020 General Election","54002","TOWN OF AVON - ROCK COUNTY","106","103","96","31"
"2020 General Election","54004","TOWN OF BELOIT - ROCK COUNTY","2635","2634","2500","982"
"2020 General Election","54006","TOWN OF BRADFORD - ROCK COUNTY","188","187","163","16"
"2020 General Election","54008","TOWN OF CENTER - ROCK COUNTY","267","267","249","25"
"2020 General Election","54010","TOWN OF CLINTON - ROCK COUNTY","181","181","171","59"
"2020 General Election","54012","TOWN OF FULTON - ROCK COUNTY","1620","1618","1582","697"
"2020 General Election","54014","TOWN OF HARMONY - ROCK COUNTY","1245","1244","1215","370"
"2020 General Election","54016","TOWN OF JANESVILLE - ROCK COUNTY","1837","1836","1784","574"
"2020 General Election","54018","TOWN OF JOHNSTOWN - ROCK COUNTY","175","174","162","55"
"2020 General Election","54020","TOWN OF LA PRAIRIE - ROCK COUNTY","172","172","151","15"
"2020 General Election","54022","TOWN OF LIMA - ROCK COUNTY","311","311","263","21"
"2020 General Election","54024","TOWN OF MAGNOLIA - ROCK COUNTY","183","183","164","55"
"2020 General Election","54026","TOWN OF MILTON - ROCK COUNTY","1399","1396","1353","538"
"2020 General Election","54028","TOWN OF NEWARK - ROCK COUNTY","439","438","371","89"
"2020 General Election","54030","TOWN OF PLYMOUTH - ROCK COUNTY","294","294","281","115"
"2020 General Election","54032","TOWN OF PORTER - ROCK COUNTY","263","260","218","4"
"2020 General Election","54034","TOWN OF ROCK - ROCK COUNTY","583","582","503","135"
"2020 General Election","54036","TOWN OF SPRING VALLEY - ROCK COUNTY","173","173","157","28"
"2020 General Election","54038","TOWN OF TURTLE - ROCK COUNTY","593","582","531","177"
"2020 General Election","54040","TOWN OF UNION - ROCK COUNTY","770","767","733","164"
"2020 General Election","54111","VILLAGE OF CLINTON - ROCK COUNTY","475","475","425","147"
"2020 General Election","54126","VILLAGE OF FOOTVILLE - ROCK COUNTY","276","272","261","95"
"2020 General Election","54165","VILLAGE OF ORFORDVILLE - ROCK COUNTY","426","423","407","207"
"2020 General Election","54206","CITY OF BELOIT - ROCK COUNTY","8610","8603","8060","3108"
"2020 General Election","54221","CITY OF EDGERTON - MULTIPLE COUNTIES","2276","2274","2198","929"
"2020 General Election","54222","CITY OF EVANSVILLE - ROCK COUNTY","2064","2062","1942","453"
"2020 General Election","54241","CITY OF JANESVILLE - ROCK COUNTY","23526","23507","22562","6642"
"2020 General Election","54257","CITY OF MILTON - ROCK COUNTY","2158","2154","2078","866"
"2020 General Election","55002","TOWN OF ATLANTA - RUSK COUNTY","106","106","84","15"
"2020 General Election","55004","TOWN OF BIG BEND - RUSK COUNTY","115","113","100","22"
"2020 General Election","55006","TOWN OF BIG FALLS - RUSK COUNTY","15","15","11","0"
"2020 General Election","55008","TOWN OF CEDAR RAPIDS - RUSK COUNTY","4","4","1","1"
"2020 General Election","55010","TOWN OF DEWEY - RUSK COUNTY","75","75","66","0"
"2020 General Election","55012","TOWN OF FLAMBEAU - RUSK COUNTY","147","146","117","22"
"2020 General Election","55014","TOWN OF GRANT - RUSK COUNTY","151","149","104","23"
"2020 General Election","55016","TOWN OF GROW - RUSK COUNTY","49","49","25","0"
"2020 General Election","55018","TOWN OF HAWKINS - RUSK COUNTY","30","29","28","4"
"2020 General Election","55020","TOWN OF HUBBARD - RUSK COUNTY","19","19","10","0"
"2020 General Election","55022","TOWN OF LAWRENCE - RUSK COUNTY","37","37","34","17"
"2020 General Election","55024","TOWN OF MARSHALL - RUSK COUNTY","48","45","40","0"
"2020 General Election","55026","TOWN OF MURRY - RUSK COUNTY","25","25","25","3"
"2020 General Election","55028","TOWN OF RICHLAND - RUSK COUNTY","25","25","22","4"
"2020 General Election","55030","TOWN OF RUSK - RUSK COUNTY","110","110","88","16"
"2020 General Election","55032","TOWN OF SOUTH FORK - RUSK COUNTY","12","12","10","0"
"2020 General Election","55034","TOWN OF STRICKLAND - RUSK COUNTY","43","43","37","12"
"2020 General Election","55036","TOWN OF STUBBS - RUSK COUNTY","85","84","71","7"
"2020 General Election","55038","TOWN OF THORNAPPLE - RUSK COUNTY","93","90","57","15"
"2020 General Election","55040","TOWN OF TRUE - RUSK COUNTY","33","32","25","2"
"2020 General Election","55042","TOWN OF WASHINGTON - RUSK COUNTY","99","98","74","4"
"2020 General Election","55044","TOWN OF WILKINSON - RUSK COUNTY","4","4","4","0"
"2020 General Election","55046","TOWN OF WILLARD - RUSK COUNTY","76","75","55","0"
"2020 General Election","55048","TOWN OF WILSON - RUSK COUNTY","20","20","13","2"
"2020 General Election","55106","VILLAGE OF BRUCE - RUSK COUNTY","171","169","137","31"
"2020 General Election","55111","VILLAGE OF CONRATH - RUSK COUNTY","3","3","3","0"
"2020 General Election","55131","VILLAGE OF GLEN FLORA - RUSK COUNTY","11","11","7","0"
"2020 General Election","55136","VILLAGE OF HAWKINS - RUSK COUNTY","41","41","34","3"
"2020 General Election","55141","VILLAGE OF INGRAM - RUSK COUNTY","8","8","0","0"
"2020 General Election","55181","VILLAGE OF SHELDON - RUSK COUNTY","21","21","18","2"
"2020 General Election","55186","VILLAGE OF TONY - RUSK COUNTY","10","10","4","1"
"2020 General Election","55191","VILLAGE OF WEYERHAEUSER - RUSK COUNTY","26","25","24","4"
"2020 General Election","55246","CITY OF LADYSMITH - RUSK COUNTY","702","687","624","107"
"2020 General Election","56002","TOWN OF BALDWIN - ST. CROIX COUNTY","154","154","137","12"
"2020 General Election","56004","TOWN OF CADY - ST. CROIX COUNTY","143","143","128","24"
"2020 General Election","56006","TOWN OF CYLON - ST. CROIX COUNTY","132","132","88","3"
"2020 General Election","56008","TOWN OF EAU GALLE - ST. CROIX COUNTY","196","196","160","18"
"2020 General Election","56010","TOWN OF EMERALD - ST. CROIX COUNTY","113","113","87","17"
"2020 General Election","56012","TOWN OF ERIN PRAIRIE - ST. CROIX COUNTY","161","161","144","36"
"2020 General Election","56014","TOWN OF FOREST - ST. CROIX COUNTY","70","70","56","10"
"2020 General Election","56016","TOWN OF GLENWOOD - ST. CROIX COUNTY","99","99","85","13"
"2020 General Election","56018","TOWN OF HAMMOND - ST. CROIX COUNTY","612","610","557","150"
"2020 General Election","56020","TOWN OF HUDSON - ST. CROIX COUNTY","3667","3660","3519","706"
"2020 General Election","56022","TOWN OF KINNICKINNIC - ST. CROIX COUNTY","585","583","556","196"
"2020 General Election","56024","TOWN OF PLEASANT VALLEY - ST. CROIX COUNTY","102","102","91","3"
"2020 General Election","56026","TOWN OF RICHMOND - ST. CROIX COUNTY","1372","1372","1305","614"
"2020 General Election","56028","TOWN OF RUSH RIVER - ST. CROIX COUNTY","82","81","68","3"
"2020 General Election","56030","TOWN OF ST. JOSEPH - ST. CROIX COUNTY","1978","1977","1908","632"
"2020 General Election","56032","TOWN OF SOMERSET - ST. CROIX COUNTY","1375","1373","1329","473"
"2020 General Election","56034","TOWN OF SPRINGFIELD - ST. CROIX COUNTY","133","133","115","36"
"2020 General Election","56036","TOWN OF STANTON - ST. CROIX COUNTY","213","212","167","56"
"2020 General Election","56038","TOWN OF STAR PRAIRIE - ST. CROIX COUNTY","1276","1276","1226","556"
"2020 General Election","56040","TOWN OF TROY - ST. CROIX COUNTY","2694","2689","2598","1192"
"2020 General Election","56042","TOWN OF WARREN - ST. CROIX COUNTY","533","526","474","0"
"2020 General Election","56106","VILLAGE OF BALDWIN - ST. CROIX COUNTY","1242","1239","1161","452"
"2020 General Election","56116","VILLAGE OF DEER PARK - ST. CROIX COUNTY","44","44","43","0"
"2020 General Election","56136","VILLAGE OF HAMMOND - ST. CROIX COUNTY","429","429","395","87"
"2020 General Election","56161","VILLAGE OF NORTH HUDSON - ST. CROIX COUNTY","1692","1692","1654","640"
"2020 General Election","56176","VILLAGE OF ROBERTS - ST. CROIX COUNTY","470","467","444","198"
"2020 General Election","56181","VILLAGE OF SOMERSET - ST. CROIX COUNTY","559","559","531","168"
"2020 General Election","56182","VILLAGE OF STAR PRAIRIE - ST. CROIX COUNTY","123","123","114","34"
"2020 General Election","56191","VILLAGE OF WILSON - ST. CROIX COUNTY","15","15","10","2"
"2020 General Election","56192","VILLAGE OF WOODVILLE - ST. CROIX COUNTY","231","231","221","50"
"2020 General Election","56231","CITY OF GLENWOOD CITY - ST. CROIX COUNTY","185","185","175","69"
"2020 General Election","56236","CITY OF HUDSON - ST. CROIX COUNTY","6151","6147","5904","1250"
"2020 General Election","56261","CITY OF NEW RICHMOND - ST. CROIX COUNTY","3743","3740","3580","1512"
"2020 General Election","57002","TOWN OF BARABOO - SAUK COUNTY","694","689","641","161"
"2020 General Election","57004","TOWN OF BEAR CREEK - SAUK COUNTY","112","112","87","0"
"2020 General Election","57006","TOWN OF DELLONA - SAUK COUNTY","421","419","368","94"
"2020 General Election","57008","TOWN OF DELTON - SAUK COUNTY","761","760","722","219"
"2020 General Election","57010","TOWN OF EXCELSIOR - SAUK COUNTY","585","562","440","81"
"2020 General Election","57012","TOWN OF FAIRFIELD - SAUK COUNTY","320","318","299","74"
"2020 General Election","57014","TOWN OF FRANKLIN - SAUK COUNTY","186","186","150","4"
"2020 General Election","57016","TOWN OF FREEDOM - SAUK COUNTY","109","109","96","20"
"2020 General Election","57018","TOWN OF GREENFIELD - SAUK COUNTY","296","292","247","66"
"2020 General Election","57020","TOWN OF HONEY CREEK - SAUK COUNTY","176","176","153","37"
"2020 General Election","57022","TOWN OF IRONTON - SAUK COUNTY","67","65","57","10"
"2020 General Election","57024","TOWN OF LA VALLE - SAUK COUNTY","467","455","425","137"
"2020 General Election","57026","TOWN OF MERRIMAC - SAUK COUNTY","461","458","430","85"
"2020 General Election","57028","TOWN OF PRAIRIE DU SAC - SAUK COUNTY","353","350","303","25"
"2020 General Election","57030","TOWN OF REEDSBURG - SAUK COUNTY","369","363","347","101"
"2020 General Election","57032","TOWN OF SPRING GREEN - SAUK COUNTY","551","543","497","27"
"2020 General Election","57034","TOWN OF SUMPTER - SAUK COUNTY","184","177","127","12"
"2020 General Election","57036","TOWN OF TROY - SAUK COUNTY","174","166","136","7"
"2020 General Election","57038","TOWN OF WASHINGTON - SAUK COUNTY","139","139","116","0"
"2020 General Election","57040","TOWN OF WESTFIELD - SAUK COUNTY","74","69","48","7"
"2020 General Election","57042","TOWN OF WINFIELD - SAUK COUNTY","211","210","180","41"
"2020 General Election","57044","TOWN OF WOODLAND - SAUK COUNTY","147","145","133","21"
"2020 General Election","57141","VILLAGE OF IRONTON - SAUK COUNTY","14","14","13","4"
"2020 General Election","57146","VILLAGE OF LAKE DELTON - SAUK COUNTY","804","795","744","358"
"2020 General Election","57147","VILLAGE OF LAVALLE - SAUK COUNTY","42","41","40","11"
"2020 General Election","57148","VILLAGE OF LIME RIDGE - SAUK COUNTY","16","16","8","0"
"2020 General Election","57149","VILLAGE OF LOGANVILLE - SAUK COUNTY","29","27","20","0"
"2020 General Election","57151","VILLAGE OF MERRIMAC - SAUK COUNTY","171","170","156","21"
"2020 General Election","57161","VILLAGE OF NORTH FREEDOM - SAUK COUNTY","91","91","86","22"
"2020 General Election","57171","VILLAGE OF PLAIN - SAUK COUNTY","217","216","210","25"
"2020 General Election","57172","VILLAGE OF PRAIRIE DU SAC - SAUK COUNTY","2100","2098","2023","709"
"2020 General Election","57176","VILLAGE OF ROCK SPRINGS - SAUK COUNTY","48","48","38","7"
"2020 General Election","57181","VILLAGE OF SAUK CITY - SAUK COUNTY","1566","1562","1522","553"
"2020 General Election","57182","VILLAGE OF SPRING GREEN - SAUK COUNTY","675","668","631","148"
"2020 General Election","57191","VILLAGE OF WEST BARABOO - SAUK COUNTY","433","433","406","158"
"2020 General Election","57206","CITY OF BARABOO - SAUK COUNTY","4450","4443","4284","1403"
"2020 General Election","57276","CITY OF REEDSBURG - SAUK COUNTY","3123","3122","3004","1391"
"2020 General Election","58002","TOWN OF BASS LAKE - SAWYER COUNTY","789","780","738","258"
"2020 General Election","58004","TOWN OF COUDERAY - SAWYER COUNTY","59","59","58","11"
"2020 General Election","58006","TOWN OF DRAPER - SAWYER COUNTY","92","92","73","11"
"2020 General Election","58008","TOWN OF EDGEWATER - SAWYER COUNTY","166","159","150","12"
"2020 General Election","58010","TOWN OF HAYWARD - SAWYER COUNTY","1374","1372","1330","544"
"2020 General Election","58012","TOWN OF HUNTER - SAWYER COUNTY","209","207","197","58"
"2020 General Election","58014","TOWN OF LENROOT - SAWYER COUNTY","478","446","414","131"
"2020 General Election","58016","TOWN OF MEADOWBROOK - SAWYER COUNTY","25","25","18","3"
"2020 General Election","58018","TOWN OF METEOR - SAWYER COUNTY","17","17","10","1"
"2020 General Election","58020","TOWN OF OJIBWA - SAWYER COUNTY","81","75","62","4"
"2020 General Election","58022","TOWN OF RADISSON - SAWYER COUNTY","82","82","73","16"
"2020 General Election","58024","TOWN OF ROUND LAKE - SAWYER COUNTY","423","423","402","102"
"2020 General Election","58026","TOWN OF SAND LAKE - SAWYER COUNTY","345","345","324","89"
"2020 General Election","58028","TOWN OF SPIDER LAKE - SAWYER COUNTY","237","236","219","97"
"2020 General Election","58030","TOWN OF WEIRGOR - SAWYER COUNTY","76","75","65","13"
"2020 General Election","58032","TOWN OF WINTER - SAWYER COUNTY","347","343","332","58"
"2020 General Election","58111","VILLAGE OF COUDERAY - SAWYER COUNTY","20","18","16","1"
"2020 General Election","58121","VILLAGE OF EXELAND - SAWYER COUNTY","17","17","16","0"
"2020 General Election","58176","VILLAGE OF RADISSON - SAWYER COUNTY","14","13","6","0"
"2020 General Election","58190","VILLAGE OF WINTER - SAWYER COUNTY","44","43","37","3"
"2020 General Election","58236","CITY OF HAYWARD - SAWYER COUNTY","601","595","567","177"
"2020 General Election","59002","TOWN OF ALMON - SHAWANO COUNTY","74","73","69","25"
"2020 General Election","59004","TOWN OF ANGELICA - SHAWANO COUNTY","478","475","446","131"
"2020 General Election","59006","TOWN OF ANIWA - SHAWANO COUNTY","86","86","67","6"
"2020 General Election","59008","TOWN OF BARTELME - SHAWANO COUNTY","126","125","98","6"
"2020 General Election","59010","TOWN OF BELLE PLAINE - SHAWANO COUNTY","618","615","558","197"
"2020 General Election","59012","TOWN OF BIRNAMWOOD - SHAWANO COUNTY","101","98","77","7"
"2020 General Election","59014","TOWN OF FAIRBANKS - SHAWANO COUNTY","104","104","59","3"
"2020 General Election","59016","TOWN OF GERMANIA - SHAWANO COUNTY","47","47","43","5"
"2020 General Election","59018","TOWN OF GRANT - SHAWANO COUNTY","109","109","95","18"
"2020 General Election","59020","TOWN OF GREEN VALLEY - SHAWANO COUNTY","149","148","129","7"
"2020 General Election","59022","TOWN OF HARTLAND - SHAWANO COUNTY","115","115","107","14"
"2020 General Election","59024","TOWN OF HERMAN - SHAWANO COUNTY","108","108","83","17"
"2020 General Election","59026","TOWN OF HUTCHINS - SHAWANO COUNTY","77","77","62","7"
"2020 General Election","59028","TOWN OF LESSOR - SHAWANO COUNTY","230","230","196","40"
"2020 General Election","59030","TOWN OF MAPLE GROVE - SHAWANO COUNTY","203","203","196","14"
"2020 General Election","59032","TOWN OF MORRIS - SHAWANO COUNTY","91","88","70","2"
"2020 General Election","59034","TOWN OF NAVARINO - SHAWANO COUNTY","69","69","62","11"
"2020 General Election","59036","TOWN OF PELLA - SHAWANO COUNTY","134","131","123","9"
"2020 General Election","59038","TOWN OF RED SPRINGS - SHAWANO COUNTY","153","153","144","15"
"2020 General Election","59040","TOWN OF RICHMOND - SHAWANO COUNTY","613","613","599","232"
"2020 General Election","59042","TOWN OF SENECA - SHAWANO COUNTY","109","108","87","0"
"2020 General Election","59044","TOWN OF WASHINGTON - SHAWANO COUNTY","497","494","457","117"
"2020 General Election","59046","TOWN OF WAUKECHON - SHAWANO COUNTY","163","163","134","19"
"2020 General Election","59048","TOWN OF WESCOTT - SHAWANO COUNTY","1339","1338","1298","596"
"2020 General Election","59050","TOWN OF WITTENBERG - SHAWANO COUNTY","122","122","103","9"
"2020 General Election","59101","VILLAGE OF ANIWA - SHAWANO COUNTY","8","8","8","0"
"2020 General Election","59106","VILLAGE OF BIRNAMWOOD - MULTIPLE COUNTIES","87","87","77","2"
"2020 General Election","59107","VILLAGE OF BONDUEL - SHAWANO COUNTY","334","334","322","102"
"2020 General Election","59108","VILLAGE OF BOWLER - SHAWANO COUNTY","30","30","25","4"
"2020 General Election","59111","VILLAGE OF CECIL - SHAWANO COUNTY","147","147","139","53"
"2020 General Election","59121","VILLAGE OF ELAND - SHAWANO COUNTY","40","40","36","7"
"2020 General Election","59131","VILLAGE OF GRESHAM - SHAWANO COUNTY","87","87","70","21"
"2020 General Election","59151","VILLAGE OF MATTOON - SHAWANO COUNTY","32","32","23","7"
"2020 General Election","59186","VILLAGE OF TIGERTON - SHAWANO COUNTY","122","121","116","36"
"2020 General Election","59191","VILLAGE OF WITTENBERG - SHAWANO COUNTY","172","171","163","57"
"2020 General Election","59281","CITY OF SHAWANO - SHAWANO COUNTY","2485","2479","2396","979"
"2020 General Election","60002","TOWN OF GREENBUSH - SHEBOYGAN COUNTY","456","456","442","88"
"2020 General Election","60004","TOWN OF HERMAN - SHEBOYGAN COUNTY","410","410","380","110"
"2020 General Election","60006","TOWN OF HOLLAND - SHEBOYGAN COUNTY","848","846","784","304"
"2020 General Election","60008","TOWN OF LIMA - SHEBOYGAN COUNTY","669","643","519","0"
"2020 General Election","60010","TOWN OF LYNDON - SHEBOYGAN COUNTY","383","382","348","89"
"2020 General Election","60012","TOWN OF MITCHELL - SHEBOYGAN COUNTY","352","349","313","94"
"2020 General Election","60014","TOWN OF MOSEL - SHEBOYGAN COUNTY","153","153","137","41"
"2020 General Election","60016","TOWN OF PLYMOUTH - SHEBOYGAN COUNTY","1395","1394","1350","474"
"2020 General Election","60018","TOWN OF RHINE - SHEBOYGAN COUNTY","930","930","902","439"
"2020 General Election","60020","TOWN OF RUSSELL - SHEBOYGAN COUNTY","60","60","41","0"
"2020 General Election","60022","TOWN OF SCOTT - SHEBOYGAN COUNTY","437","437","397","164"
"2020 General Election","60024","TOWN OF SHEBOYGAN - SHEBOYGAN COUNTY","3611","3609","3503","1459"
"2020 General Election","60026","TOWN OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","554","552","524","240"
"2020 General Election","60028","TOWN OF SHERMAN - SHEBOYGAN COUNTY","330","330","288","65"
"2020 General Election","60030","TOWN OF WILSON - SHEBOYGAN COUNTY","1533","1530","1480","609"
"2020 General Election","60101","VILLAGE OF ADELL - SHEBOYGAN COUNTY","68","68","68","0"
"2020 General Election","60111","VILLAGE OF CASCADE - SHEBOYGAN COUNTY","104","100","94","21"
"2020 General Election","60112","VILLAGE OF CEDAR GROVE - SHEBOYGAN COUNTY","693","679","653","303"
"2020 General Election","60121","VILLAGE OF ELKHART LAKE - SHEBOYGAN COUNTY","490","490","482","192"
"2020 General Election","60131","VILLAGE OF GLENBEULAH - SHEBOYGAN COUNTY","108","108","104","7"
"2020 General Election","60135","VILLAGE OF HOWARDS GROVE - SHEBOYGAN COUNTY","1272","1272","1224","629"
"2020 General Election","60141","VILLAGE OF KOHLER - SHEBOYGAN COUNTY","1000","998","954","389"
"2020 General Election","60165","VILLAGE OF OOSTBURG - SHEBOYGAN COUNTY","1438","1437","1397","906"
"2020 General Election","60176","VILLAGE OF RANDOM LAKE - SHEBOYGAN COUNTY","411","411","369","161"
"2020 General Election","60191","VILLAGE OF WALDO - SHEBOYGAN COUNTY","113","111","99","22"
"2020 General Election","60271","CITY OF PLYMOUTH - SHEBOYGAN COUNTY","3557","3555","3468","1642"
"2020 General Election","60281","CITY OF SHEBOYGAN - SHEBOYGAN COUNTY","13721","13709","12917","4472"
"2020 General Election","60282","CITY OF SHEBOYGAN FALLS - SHEBOYGAN COUNTY","3529","3528","3393","1549"
"2020 General Election","61002","TOWN OF AURORA - TAYLOR COUNTY","29","29","22","0"
"2020 General Election","61004","TOWN OF BROWNING - TAYLOR COUNTY","181","163","130","0"
"2020 General Election","61006","TOWN OF CHELSEA - TAYLOR COUNTY","131","123","108","13"
"2020 General Election","61008","TOWN OF CLEVELAND - TAYLOR COUNTY","33","31","15","0"
"2020 General Election","61010","TOWN OF DEER CREEK - TAYLOR COUNTY","71","71","66","6"
"2020 General Election","61012","TOWN OF FORD - TAYLOR COUNTY","41","41","22","0"
"2020 General Election","61014","TOWN OF GOODRICH - TAYLOR COUNTY","66","61","49","0"
"2020 General Election","61016","TOWN OF GREENWOOD - TAYLOR COUNTY","92","89","87","31"
"2020 General Election","61018","TOWN OF GROVER - TAYLOR COUNTY","28","28","27","1"
"2020 General Election","61020","TOWN OF HAMMEL - TAYLOR COUNTY","119","110","86","6"
"2020 General Election","61022","TOWN OF HOLWAY - TAYLOR COUNTY","65","59","39","0"
"2020 General Election","61024","TOWN OF JUMP RIVER - TAYLOR COUNTY","42","41","30","0"
"2020 General Election","61026","TOWN OF LITTLE BLACK - TAYLOR COUNTY","183","181","138","4"
"2020 General Election","61028","TOWN OF MAPLEHURST - TAYLOR COUNTY","36","35","25","1"
